source_file,source_day_folder,time_utc,time_ist,target_lat,target_lon,grid_lat,grid_lon,row_index,col_index,ghi,dhi,dni,ins,time,projection_information,proj_dim
3RIMG_01JAN2019_1815_L2C_INS_V01R00.h5,01JAN,2019-01-01 18:15:00,2019-01-01 23:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994695.0,-836606024,0
3RIMG_01JAN2019_1845_L2C_INS_V01R00.h5,01JAN,2019-01-01 18:45:00,2019-01-02 00:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994725.0,-802617416,0
3RIMG_01JAN2019_1915_L2C_INS_V01R00.h5,01JAN,2019-01-01 19:15:00,2019-01-02 00:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994755.0,1584064440,0
3RIMG_01JAN2019_1945_L2C_INS_V01R00.h5,01JAN,2019-01-01 19:45:00,2019-01-02 01:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994785.0,1927342008,0
3RIMG_01JAN2019_2015_L2C_INS_V01R00.h5,01JAN,2019-01-01 20:15:00,2019-01-02 01:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994815.0,694650808,0
3RIMG_01JAN2019_2045_L2C_INS_V01R00.h5,01JAN,2019-01-01 20:45:00,2019-01-02 02:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994845.0,1998440376,0
3RIMG_01JAN2019_2115_L2C_INS_V01R00.h5,01JAN,2019-01-01 21:15:00,2019-01-02 02:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994875.0,-485083208,0
3RIMG_01JAN2019_2145_L2C_INS_V01R00.h5,01JAN,2019-01-01 21:45:00,2019-01-02 03:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994905.0,1509750712,0
3RIMG_01JAN2019_2215_L2C_INS_V01R00.h5,01JAN,2019-01-01 22:15:00,2019-01-02 03:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994935.0,-344586312,0
3RIMG_01JAN2019_2245_L2C_INS_V01R00.h5,01JAN,2019-01-01 22:45:00,2019-01-02 04:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994965.0,208697272,0
3RIMG_01JAN2019_2315_L2C_INS_V01R00.h5,01JAN,2019-01-01 23:15:00,2019-01-02 04:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9994995.0,906000312,0
3RIMG_01JAN2019_2345_L2C_INS_V01R00.h5,01JAN,2019-01-01 23:45:00,2019-01-02 05:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9995025.0,191166392,0
3RIMG_05JAN2019_0515_L2C_INS_V01R00.h5,05JAN,2019-01-05 05:15:00,2019-01-05 10:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,617.1708374023438,320.96697998046875,346.9346618652344,554.5767211914062,9999675.0,-1441032264,0
3RIMG_05JAN2019_0545_L2C_INS_V01R00.h5,05JAN,2019-01-05 05:45:00,2019-01-05 11:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,332.3483581542969,273.371826171875,66.10086059570312,289.2527770996094,9999705.0,2022516664,0
3RIMG_05JAN2019_0615_L2C_INS_V01R00.h5,05JAN,2019-01-05 06:15:00,2019-01-05 11:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,590.8305053710938,364.0813293457031,247.74392700195312,562.8296508789062,9999735.0,-1034172488,0
3RIMG_05JAN2019_0645_L2C_INS_V01R00.h5,05JAN,2019-01-05 06:45:00,2019-01-05 12:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,595.1071166992188,367.1748352050781,247.0096435546875,563.5310668945312,9999765.0,-1221605448,0
3RIMG_05JAN2019_0715_L2C_INS_V01R00.h5,05JAN,2019-01-05 07:15:00,2019-01-05 12:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,611.8252563476562,358.9591064453125,276.557861328125,608.67431640625,9999795.0,674375608,0
3RIMG_05JAN2019_0745_L2C_INS_V01R00.h5,05JAN,2019-01-05 07:45:00,2019-01-05 13:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,578.383056640625,353.5353698730469,252.5063018798828,586.84130859375,9999825.0,1153165240,0
3RIMG_05JAN2019_0845_L2C_INS_V01R00.h5,05JAN,2019-01-05 08:45:00,2019-01-05 14:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,315.540283203125,258.0886535644531,72.05018615722656,341.99920654296875,9999885.0,-381364296,0
3RIMG_05JAN2019_0915_L2C_INS_V01R00.h5,05JAN,2019-01-05 09:15:00,2019-01-05 14:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,768.02490234375,118.34239196777344,889.8167724609375,817.741943359375,9999915.0,1745971128,0
3RIMG_05JAN2019_1015_L2C_INS_V01R00.h5,05JAN,2019-01-05 10:15:00,2019-01-05 15:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,551.9864501953125,90.73117065429688,824.8677978515625,612.3408203125,9999975.0,449324984,0
3RIMG_05JAN2019_1045_L2C_INS_V01R00.h5,05JAN,2019-01-05 10:45:00,2019-01-05 16:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,428.1236877441406,74.97257232666016,769.9913940429688,556.9756469726562,10000005.0,70195128,0
3RIMG_05JAN2019_1115_L2C_INS_V01R00.h5,05JAN,2019-01-05 11:15:00,2019-01-05 16:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,297.9846496582031,55.77692413330078,690.9708862304688,361.07684326171875,10000035.0,-1525336136,0
3RIMG_05JAN2019_1145_L2C_INS_V01R00.h5,05JAN,2019-01-05 11:45:00,2019-01-05 17:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,166.98989868164062,34.276390075683594,562.66748046875,287.510986328125,10000065.0,-1669482568,0
3RIMG_05JAN2019_1215_L2C_INS_V01R00.h5,05JAN,2019-01-05 12:15:00,2019-01-05 17:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,49.86378479003906,12.057999610900879,322.5612487792969,92.64186096191406,10000095.0,1690273720,0
3RIMG_05JAN2019_1315_L2C_INS_V01R00.h5,05JAN,2019-01-05 13:15:00,2019-01-05 18:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000155.0,-805120072,0
3RIMG_05JAN2019_1345_L2C_INS_V01R00.h5,05JAN,2019-01-05 13:45:00,2019-01-05 19:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000185.0,1346303928,0
3RIMG_05JAN2019_1445_L2C_INS_V01R00.h5,05JAN,2019-01-05 14:45:00,2019-01-05 20:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000245.0,1806190520,0
3RIMG_05JAN2019_1515_L2C_INS_V01R00.h5,05JAN,2019-01-05 15:15:00,2019-01-05 20:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000275.0,-1975978056,0
3RIMG_05JAN2019_1545_L2C_INS_V01R00.h5,05JAN,2019-01-05 15:45:00,2019-01-05 21:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000305.0,-597301320,0
3RIMG_05JAN2019_1615_L2C_INS_V01R00.h5,05JAN,2019-01-05 16:15:00,2019-01-05 21:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000335.0,-1691920456,0
3RIMG_05JAN2019_1645_L2C_INS_V01R00.h5,05JAN,2019-01-05 16:45:00,2019-01-05 22:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000365.0,-1277601864,0
3RIMG_05JAN2019_1715_L2C_INS_V01R00.h5,05JAN,2019-01-05 17:15:00,2019-01-05 22:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000395.0,1943840696,0
3RIMG_05JAN2019_1745_L2C_INS_V01R00.h5,05JAN,2019-01-05 17:45:00,2019-01-05 23:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000425.0,-1308522568,0
3RIMG_05JAN2019_1815_L2C_INS_V01R00.h5,05JAN,2019-01-05 18:15:00,2019-01-05 23:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000455.0,330684344,0
3RIMG_05JAN2019_1945_L2C_INS_V01R00.h5,05JAN,2019-01-05 19:45:00,2019-01-06 01:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000545.0,824760248,0
3RIMG_05JAN2019_2015_L2C_INS_V01R00.h5,05JAN,2019-01-05 20:15:00,2019-01-06 01:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000575.0,1338959800,0
3RIMG_05JAN2019_2045_L2C_INS_V01R00.h5,05JAN,2019-01-05 20:45:00,2019-01-06 02:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000605.0,308996024,0
3RIMG_05JAN2019_2115_L2C_INS_V01R00.h5,05JAN,2019-01-05 21:15:00,2019-01-06 02:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000635.0,972187576,0
3RIMG_05JAN2019_2145_L2C_INS_V01R00.h5,05JAN,2019-01-05 21:45:00,2019-01-06 03:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000665.0,1182807992,0
3RIMG_05JAN2019_2215_L2C_INS_V01R00.h5,05JAN,2019-01-05 22:15:00,2019-01-06 03:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000695.0,1327843256,0
3RIMG_05JAN2019_2245_L2C_INS_V01R00.h5,05JAN,2019-01-05 22:45:00,2019-01-06 04:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000725.0,-410167368,0
3RIMG_05JAN2019_2315_L2C_INS_V01R00.h5,05JAN,2019-01-05 23:15:00,2019-01-06 04:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000755.0,665814968,0
3RIMG_05JAN2019_2345_L2C_INS_V01R00.h5,05JAN,2019-01-05 23:45:00,2019-01-06 05:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,10000785.0,571045816,0
