source_file,source_day_folder,time_utc,time_ist,target_lat,target_lon,grid_lat,grid_lon,row_index,col_index,ghi,dhi,dni,ins,time,projection_information,proj_dim
3RIMG_01DEC2017_0915_L2C_INS_V01R00.h5,01DEC,2017-12-01 09:15:00,2017-12-01 14:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,403.1267395019531,277.68560791015625,181.1832733154297,459.3793029785156,9423915.0,1810241464,0
3RIMG_01DEC2017_0945_L2C_INS_V01R00.h5,01DEC,2017-12-01 09:45:00,2017-12-01 15:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,438.53466796875,226.16233825683594,350.3819274902344,559.6549682617188,9423945.0,-1476200520,0
3RIMG_01DEC2017_1015_L2C_INS_V01R00.h5,01DEC,2017-12-01 10:15:00,2017-12-01 15:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,349.6846923828125,195.8873748779297,302.3905944824219,437.0855712890625,9423975.0,-463419464,0
3RIMG_01DEC2017_1045_L2C_INS_V01R00.h5,01DEC,2017-12-01 10:45:00,2017-12-01 16:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,397.9823913574219,53.480262756347656,854.5499267578125,607.669189453125,9424005.0,-261462088,0
3RIMG_01DEC2017_1115_L2C_INS_V01R00.h5,01DEC,2017-12-01 11:15:00,2017-12-01 16:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,261.6177673339844,38.1118049621582,767.5667724609375,395.9327392578125,9424035.0,596723640,0
3RIMG_01DEC2017_1215_L2C_INS_V01R00.h5,01DEC,2017-12-01 12:15:00,2017-12-01 17:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,15.128713607788086,3.4371438026428223,221.59458923339844,63.869140625,9424095.0,495146936,0
3RIMG_01DEC2017_1245_L2C_INS_V01R00.h5,01DEC,2017-12-01 12:45:00,2017-12-01 18:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424125.0,-1785989192,0
3RIMG_01DEC2017_1315_L2C_INS_V01R00.h5,01DEC,2017-12-01 13:15:00,2017-12-01 18:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424155.0,1102448568,0
3RIMG_01DEC2017_1345_L2C_INS_V01R00.h5,01DEC,2017-12-01 13:45:00,2017-12-01 19:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424185.0,-407152712,0
3RIMG_01DEC2017_1415_L2C_INS_V01R00.h5,01DEC,2017-12-01 14:15:00,2017-12-01 19:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424215.0,-1456920648,0
3RIMG_01DEC2017_1445_L2C_INS_V01R00.h5,01DEC,2017-12-01 14:45:00,2017-12-01 20:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424245.0,1580402616,0
3RIMG_01DEC2017_1515_L2C_INS_V01R00.h5,01DEC,2017-12-01 15:15:00,2017-12-01 20:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424275.0,1096017848,0
3RIMG_01DEC2017_1545_L2C_INS_V01R00.h5,01DEC,2017-12-01 15:45:00,2017-12-01 21:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424305.0,890701752,0
3RIMG_01DEC2017_1615_L2C_INS_V01R00.h5,01DEC,2017-12-01 16:15:00,2017-12-01 21:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424335.0,1481136056,0
3RIMG_01DEC2017_1645_L2C_INS_V01R00.h5,01DEC,2017-12-01 16:45:00,2017-12-01 22:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424365.0,-60504136,0
3RIMG_01DEC2017_2045_L2C_INS_V01R00.h5,01DEC,2017-12-01 20:45:00,2017-12-02 02:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424605.0,-1386649672,0
3RIMG_01DEC2017_2115_L2C_INS_V01R00.h5,01DEC,2017-12-01 21:15:00,2017-12-02 02:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424635.0,1909065656,0
3RIMG_01DEC2017_2145_L2C_INS_V01R00.h5,01DEC,2017-12-01 21:45:00,2017-12-02 03:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424665.0,1197823928,0
3RIMG_01DEC2017_2215_L2C_INS_V01R00.h5,01DEC,2017-12-01 22:15:00,2017-12-02 03:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424695.0,-1036408904,0
3RIMG_01DEC2017_2245_L2C_INS_V01R00.h5,01DEC,2017-12-01 22:45:00,2017-12-02 04:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424725.0,-1300158536,0
3RIMG_01DEC2017_2315_L2C_INS_V01R00.h5,01DEC,2017-12-01 23:15:00,2017-12-02 04:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424755.0,155248568,0
3RIMG_01DEC2017_2345_L2C_INS_V01R00.h5,01DEC,2017-12-01 23:45:00,2017-12-02 05:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,0.0,0.0,0.0,9424785.0,-1811044424,0
